age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime_hours,percent_salary_hike,performance_rating,relationship_satisfaction_level,standard_work_hours,stock_option_level,total_years_worked,training_sessions_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_current_manager,same_as_monthly_income,birth_year,annual_salary,remote_work
30,no,nan,255.46,2.0,1,technical degree,1,1292,3.0,male,,3,1,sales representative,2,nan,2063.33,5364.67,1,,,18,3.0,1,nan,1,,3,3.0,1,0,0,2063.33,1993,,yes
30,yes,travel_frequently,235.75,4.0,3,nan,1,1293,3.0,male,,3,1,research scientist,4,single,1904.17,4950.83,9,,yes,23,4.0,3,part time,0,3.0,4,3.0,1,0,0,1904.17,1993,22850.0,no
32,no,travel_rarely,433.02,10.0,4,nan,1,1294,3.0,male,54.13,3,2,manufacturing director,2,single,3497.5,9093.5,2,,,12,3.0,4,part time,0,18.0,2,2.0,1,0,1,3497.5,1986,41970.0,yes
40,no,travel_rarely,355.75,2.0,3,nan,1,1295,2.0,female,,2,2,laboratory technician,3,married,2873.33,7470.67,6,,no,22,4.0,2,nan,1,,3,3.0,1,0,0,2873.33,1983,,yes
28,no,travel_rarely,470.27,17.0,2,nan,1,1296,3.0,male,58.78,3,2,laboratory technician,1,nan,3798.33,9875.67,1,,,12,3.0,4,part time,1,10.0,2,,10,1,8,3798.33,1995,45580.0,no
38,no,travel_frequently,175.6,2.0,2,nan,1,1297,4.0,male,,3,1,laboratory technician,4,married,1418.33,3687.67,1,,yes,23,4.0,3,part time,1,,3,3.0,1,0,0,1418.33,1985,17020.0,no
19,yes,nan,264.54,2.0,2,technical degree,1,1298,1.0,male,33.07,2,1,human resources,4,single,2136.67,5555.33,1,,no,12,3.0,3,part time,0,1.0,3,4.0,1,0,0,2136.67,2004,25640.0,yes
57,no,travel_rarely,1582.77,29.0,3,nan,1,1299,1.0,male,,2,4,manager,4,divorced,,33238.2,3,,no,12,3.0,3,full time,1,,3,2.0,1,0,0,,1966,153407.07,yes
47,no,travel_rarely,523.1,2.0,2,medical,1,1300,1.0,female,,3,2,manufacturing director,4,nan,,10985.0,5,,,13,,3,part time,3,20.0,2,3.0,5,0,4,,1976,50700.0,yes
54,no,travel_rarely,390.0,8.0,4,life sciences,1,1301,3.0,female,,3,2,laboratory technician,3,single,3150.0,8190.0,7,,,11,3.0,3,part time,0,,3,3.0,1,0,0,3150.0,1969,37800.0,no
31,yes,travel_frequently,1013.59,,3,nan,1,1302,,male,126.7,3,3,healthcare representative,3,nan,,21285.33,3,,no,12,3.0,1,part time,0,12.0,2,3.0,1,0,0,,1992,98240.0,yes
18,yes,travel_frequently,193.76,5.0,3,marketing,1,1303,2.0,male,,3,1,sales representative,2,nan,,4069.0,1,,yes,14,3.0,4,part time,0,,3,3.0,0,0,0,,2005,18780.0,no
40,no,nan,1032.49,28.0,3,other,1,1304,3.0,male,,1,3,sales executive,1,nan,,21682.23,3,,no,15,3.0,3,part time,1,20.0,2,3.0,1,0,1,,1983,100071.84,yes
26,no,nan,556.26,29.0,2,nan,1,1305,1.0,male,69.53,3,2,sales executive,3,nan,4492.84,11681.39,5,,,12,3.0,1,part time,2,8.0,5,3.0,0,0,0,4492.84,1997,53914.11,yes
26,yes,travel_rarely,241.43,,3,nan,1,1306,3.0,male,,1,1,laboratory technician,4,single,1950.0,5070.0,1,,yes,18,3.0,2,nan,0,1.0,3,1.0,1,0,0,1950.0,1997,,yes
38,no,nan,556.26,10.0,3,nan,1,1307,3.0,female,,3,2,healthcare representative,3,nan,4492.84,11681.39,3,,no,19,3.0,3,nan,1,18.0,4,,1,0,0,4492.84,1985,,yes
24,no,nan,219.45,17.0,2,other,1,1308,4.0,male,,2,1,laboratory technician,2,married,1772.5,4608.5,1,,no,21,4.0,4,part time,1,1.0,2,3.0,1,0,0,1772.5,1999,21270.0,yes
30,yes,travel_frequently,209.75,12.0,4,nan,1,1309,2.0,male,,2,1,sales representative,1,married,1694.17,4404.83,1,,no,18,3.0,3,part time,1,1.0,2,4.0,1,0,0,1694.17,1993,20330.0,yes
37,no,travel_rarely,990.68,2.0,3,marketing,1,1310,4.0,male,,3,2,sales executive,3,married,8001.67,20804.33,4,,,11,3.0,3,full time,1,,3,2.0,3,1,0,8001.67,1986,96020.0,no
20,no,travel_rarely,290.04,1.0,3,life sciences,1,1311,4.0,female,,2,1,research scientist,2,nan,2342.59,6090.75,1,,no,13,,4,part time,0,1.0,0,4.0,1,0,0,2342.59,2003,28111.13,yes
43,no,nan,1715.48,,4,other,1,1312,2.0,male,,2,4,research director,4,divorced,13855.83,36025.17,4,,,14,3.0,3,full time,1,21.0,3,,1,0,0,13855.83,1980,166270.0,no
38,no,nan,290.04,,1,life sciences,1,1313,3.0,female,36.25,3,1,research scientist,1,nan,2342.59,6090.75,3,,no,17,3.0,4,part time,0,8.0,3,2.0,0,0,0,2342.59,1985,28111.13,yes
33,no,nan,556.26,8.0,4,marketing,1,1314,3.0,male,69.53,3,2,sales executive,3,divorced,4492.84,11681.39,0,,,12,3.0,4,part time,0,6.0,3,3.0,5,1,2,4492.84,1990,53914.11,no
30,no,nan,214.91,3.0,3,nan,1,1315,3.0,female,26.86,3,1,research scientist,3,nan,1735.83,4513.17,1,,no,20,4.0,3,part time,1,1.0,2,,1,0,0,1735.83,1993,20830.0,no
29,no,nan,556.26,,2,medical,1,1316,2.0,female,,3,2,sales executive,3,nan,4492.84,11681.39,1,,no,14,3.0,1,part time,1,,5,2.0,6,1,2,4492.84,1994,53914.11,no
20,yes,nan,104.1,10.0,1,medical,1,1317,4.0,male,13.01,3,1,research scientist,3,single,84083.0,2186.17,1,,,11,3.0,4,part time,0,,5,3.0,1,1,1,84083.0,2003,10090.0,yes
35,no,non-travel,290.04,,3,nan,1,1318,,male,,2,1,laboratory technician,3,marreid,2342.59,6090.75,1,,no,18,3.0,3,nan,2,1.0,3,3.0,1,0,0,2342.59,1988,,no
37,no,nan,290.04,10.0,2,life sciences,1,1319,4.0,male,,4,1,research scientist,4,single,,6090.75,3,,no,17,3.0,1,part time,0,,2,,1,0,0,,1986,28111.13,yes
38,no,nan,811.06,1.0,3,nan,1,1320,3.0,female,101.38,3,3,manufacturing director,3,single,6550.83,17032.17,4,,yes,14,,4,part time,0,10.0,4,,1,0,0,6550.83,1985,78610.0,yes
29,no,nan,272.59,10.0,3,nan,1,1321,3.0,male,,3,1,sales representative,3,single,2201.67,5724.33,1,,no,11,3.0,3,part time,0,1.0,6,,1,0,0,2201.67,1994,26420.0,no
35,no,nan,556.26,2.0,4,nan,1,1322,4.0,female,,3,2,healthcare representative,1,divorced,4492.84,11681.39,2,,no,11,3.0,1,part time,1,16.0,2,4.0,1,0,0,4492.84,1988,53914.11,yes
38,no,travel_rarely,290.04,2.0,5,medical,1,1323,4.0,male,,3,1,research scientist,3,married,2342.59,6090.75,6,,yes,13,3.0,2,nan,1,,0,1.0,1,0,1,2342.59,1985,,yes
34,no,travel_rarely,528.36,8.0,5,life sciences,1,1324,2.0,female,,3,2,manufacturing director,1,nan,4267.5,11095.5,3,,no,14,3.0,3,part time,1,,3,,0,0,0,4267.5,1989,51210.0,yes
23,yes,nan,290.04,6.0,3,life sciences,1,1325,3.0,male,,4,1,laboratory technician,1,nan,2342.59,6090.75,1,,yes,21,4.0,3,nan,2,1.0,2,3.0,0,0,0,2342.59,2000,,no
24,no,nan,277.95,9.0,3,life sciences,1,1326,3.0,male,,2,1,laboratory technician,2,divorced,2245.0,5837.0,1,,no,11,3.0,3,part time,3,,4,3.0,1,0,0,2245.0,1999,26940.0,no
29,yes,travel_rarely,290.04,1.0,2,life sciences,1,1327,2.0,female,,2,1,laboratory technician,1,married,2342.59,6090.75,1,,,11,3.0,4,part time,1,1.0,1,3.0,1,0,0,2342.59,1994,28111.13,yes
40,no,travel_frequently,525.57,16.0,4,medical,1,1328,1.0,male,,2,2,laboratory technician,3,nan,4245.0,11037.0,6,,no,14,3.0,4,part time,0,10.0,6,3.0,1,0,0,4245.0,1983,50940.0,yes
30,no,travel_rarely,556.26,2.0,3,nan,1,1329,3.0,female,,2,2,manufacturing director,4,single,4492.84,11681.39,5,,,24,4.0,2,part time,0,12.0,4,2.0,0,0,0,4492.84,1993,53914.11,yes
45,no,nan,234.62,2.0,3,nan,1,1330,2.0,female,29.33,2,1,research scientist,3,nan,,4927.0,1,,no,14,3.0,4,part time,0,1.0,3,3.0,1,0,0,,1978,22740.0,yes
27,no,nan,290.04,3.0,3,medical,1,1331,4.0,male,36.25,3,1,research scientist,4,married,2342.59,6090.75,1,,,11,3.0,3,part time,3,0.0,6,2.0,0,0,0,2342.59,1996,28111.13,yes
37,no,nan,556.26,16.0,4,marketing,1,1332,4.0,male,,2,2,sales executive,3,nan,,11681.39,4,,,19,,4,part time,2,9.0,2,3.0,1,0,0,,1986,53914.11,yes
32,no,nan,238.75,1.0,3,life sciences,1,1333,4.0,male,,3,1,laboratory technician,4,divorced,1928.33,5013.67,0,,no,12,,2,part time,1,4.0,2,3.0,3,0,2,1928.33,1991,23140.0,yes
53,no,travel_rarely,1582.77,8.0,3,marketing,1,1334,1.0,male,,3,4,sales executive,4,married,,33238.2,5,,,14,3.0,3,full time,1,28.0,3,3.0,2,2,2,,1970,153407.07,yes
37,no,nan,1032.49,,2,nan,1,1335,,male,,3,3,sales executive,2,single,,21682.23,1,,yes,13,3.0,4,part time,0,,2,3.0,10,0,9,,1986,100071.84,no
32,yes,travel_rarely,290.04,25.0,4,nan,1,1336,1.0,male,,3,1,laboratory technician,4,nan,2342.59,6090.75,1,,,24,4.0,3,part time,0,1.0,2,1.0,1,0,1,2342.59,1991,28111.13,yes
58,yes,travel_frequently,245.56,2.0,1,nan,1,1337,4.0,male,,2,1,laboratory technician,4,divorced,,5156.67,9,,,14,3.0,4,part time,1,3.0,3,2.0,1,0,0,,1965,23800.0,yes
43,no,travel_rarely,556.26,8.0,3,nan,1,1338,1.0,female,,3,2,manufacturing director,2,divorced,4492.84,11681.39,4,,no,21,4.0,3,part time,1,4.0,2,4.0,1,0,0,4492.84,1980,53914.11,no
21,yes,travel_rarely,290.04,18.0,1,other,1,1339,4.0,female,,3,1,research scientist,4,single,2342.59,6090.75,1,,no,19,,1,part time,0,,3,2.0,1,0,0,2342.59,2002,28111.13,no
34,no,nan,207.17,,3,life sciences,1,1340,,male,,3,1,laboratory technician,2,nan,1673.33,4350.67,1,,no,14,3.0,2,part time,2,1.0,3,3.0,1,1,0,1673.33,1989,20080.0,yes
58,no,nan,1088.7,5.0,3,nan,1,1341,3.0,female,,2,3,healthcare representative,2,divorced,8793.33,22862.67,2,,,13,,4,full time,1,24.0,3,3.0,6,0,4,8793.33,1965,105520.0,no
48,no,nan,233.07,20.0,4,medical,1,1342,4.0,male,,3,1,research scientist,3,married,1882.5,4894.5,4,,,17,3.0,1,part time,2,13.0,2,2.0,0,0,0,1882.5,1975,22590.0,no
32,no,non-travel,290.04,1.0,3,life sciences,1,1343,3.0,female,,2,1,laboratory technician,2,married,2342.59,6090.75,6,,no,20,,3,part time,0,5.0,3,3.0,3,0,2,2342.59,1991,28111.13,yes
25,yes,nan,248.96,19.0,2,marketing,1,1344,3.0,male,,2,1,sales representative,2,married,,5228.17,1,,yes,18,,3,part time,3,,2,3.0,1,0,0,,1998,24130.0,no
40,no,nan,1032.49,10.0,4,marketing,1,1345,1.0,male,129.06,2,3,sales executive,2,divorced,8339.32,21682.23,2,,no,12,3.0,2,part time,1,11.0,2,2.0,1,0,0,8339.32,1983,100071.84,yes
19,yes,nan,218.83,21.0,3,other,1,1346,4.0,male,27.35,2,1,sales representative,2,single,,4595.5,1,,yes,13,3.0,2,part time,0,1.0,3,4.0,1,0,0,,2004,21210.0,no
20,yes,travel_rarely,290.04,4.0,3,technical degree,1,1347,1.0,male,,3,1,laboratory technician,1,single,2342.59,6090.75,1,,,19,3.0,2,part time,0,1.0,2,3.0,1,0,0,2342.59,2003,28111.13,no
33,no,travel_rarely,556.26,1.0,3,nan,1,1348,2.0,female,,2,2,healthcare representative,4,nan,4492.84,11681.39,0,,,14,3.0,1,part time,0,6.0,3,3.0,5,1,4,4492.84,1990,53914.11,yes
58,yes,travel_rarely,255.77,2.0,3,nan,1,1349,4.0,male,,3,1,research scientist,3,single,,5371.17,4,,no,24,4.0,1,part time,0,7.0,4,3.0,1,0,0,,1965,24790.0,no
40,yes,non-travel,1361.29,24.0,3,nan,1,1350,2.0,female,,4,4,sales executive,2,single,,28587.0,4,,,16,3.0,4,full time,0,22.0,2,2.0,1,0,0,,1983,131940.0,yes
29,yes,travel_rarely,290.04,10.0,3,nan,1,1351,4.0,female,36.25,2,1,research scientist,1,single,2342.59,6090.75,6,,yes,20,4.0,3,part time,0,3.0,5,3.0,0,0,0,2342.59,1994,28111.13,yes
47,no,travel_rarely,429.52,,2,life sciences,1,1352,4.0,female,,3,2,sales executive,4,single,3469.17,9019.83,1,,yes,17,3.0,3,nan,0,9.0,0,3.0,9,0,7,3469.17,1976,,no
18,no,nan,290.04,5.0,2,nan,1,1353,2.0,male,36.25,3,1,research scientist,4,nan,2342.59,6090.75,1,,no,15,3.0,4,part time,0,,2,3.0,0,0,0,2342.59,2005,28111.13,yes
20,yes,nan,268.25,,3,medical,1,1354,4.0,female,33.53,2,1,research scientist,1,nan,,5633.33,1,,yes,15,3.0,1,part time,0,1.0,2,3.0,1,0,0,,2003,26000.0,no
42,no,nan,1888.4,5.0,2,nan,1,1355,4.0,male,,3,5,manager,3,nan,15252.5,39656.5,6,,no,13,3.0,2,full time,0,21.0,3,4.0,1,0,0,15252.5,1981,183030.0,yes
50,no,travel_rarely,245.56,9.0,3,nan,1,1356,1.0,male,,3,1,laboratory technician,4,married,1983.33,5156.67,4,,no,18,,2,nan,0,8.0,5,3.0,1,0,0,1983.33,1973,,yes
37,yes,travel_rarely,492.87,11.0,2,medical,1,1357,1.0,female,61.61,1,2,healthcare representative,2,nan,3980.83,10350.17,5,,no,15,3.0,1,part time,0,15.0,2,1.0,1,0,0,3980.83,1986,47770.0,yes
38,no,nan,556.26,3.0,4,life sciences,1,1358,2.0,male,,3,2,sales executive,4,nan,4492.84,11681.39,8,,yes,12,3.0,3,nan,0,19.0,1,3.0,1,0,0,4492.84,1985,,no
36,yes,nan,556.26,15.0,3,nan,1,1359,1.0,male,,3,2,laboratory technician,3,divorced,,11681.39,7,,,14,3.0,2,part time,1,9.0,3,2.0,1,0,0,,1987,53914.11,yes
28,no,travel_rarely,108.54,10.0,1,medical,1,1360,4.0,male,,3,1,sales representative,2,married,87667.0,2279.33,1,,no,22,4.0,2,nan,0,,5,3.0,1,0,0,87667.0,1995,10520.0,yes
43,no,nan,1032.49,25.0,3,nan,1,1361,3.0,male,,2,3,sales executive,4,nan,,21682.23,5,,no,13,3.0,3,part time,1,18.0,5,3.0,1,0,0,,1980,100071.84,yes
21,yes,travel_rarely,290.04,10.0,3,nan,1,1362,3.0,female,,2,1,laboratory technician,1,single,2342.59,6090.75,1,,no,13,,1,part time,0,1.0,6,2.0,1,1,0,2342.59,2002,28111.13,yes
51,yes,travel_rarely,253.91,4.0,4,nan,1,1363,1.0,male,,3,1,research scientist,3,married,,5332.17,9,,,12,,3,part time,3,18.0,2,4.0,10,2,7,,1972,24610.0,no
37,no,nan,556.26,10.0,4,nan,1,1364,4.0,female,,2,2,sales executive,4,divorced,,11681.39,2,,yes,14,,3,part time,3,8.0,5,3.0,1,0,0,,1986,53914.11,no
28,yes,nan,267.84,1.0,3,medical,1,1365,1.0,male,,2,1,laboratory technician,2,divorced,,5624.67,1,,no,15,,1,nan,2,,2,3.0,1,0,0,,1995,25960.0,no
50,yes,nan,487.81,1.0,4,nan,1,1366,4.0,male,,3,2,sales executive,3,single,,10244.0,3,,yes,14,3.0,4,part time,0,5.0,4,3.0,0,0,0,,1973,47280.0,yes
34,no,nan,290.04,3.0,4,nan,1,1367,3.0,male,,2,1,research scientist,4,nan,2342.59,6090.75,3,,no,17,3.0,4,part time,3,6.0,2,3.0,0,0,0,2342.59,1989,28111.13,yes
38,no,travel_rarely,758.44,2.0,2,marketing,1,1368,4.0,male,,3,3,sales executive,2,single,6125.83,15927.17,7,,no,16,3.0,3,part time,0,,2,3.0,1,0,0,6125.83,1985,73510.0,yes
42,no,nan,556.26,29.0,3,nan,1,1369,2.0,male,,1,2,laboratory technician,4,nan,4492.84,11681.39,4,,,19,3.0,1,part time,0,16.0,3,3.0,1,0,0,4492.84,1981,53914.11,no
18,yes,nan,290.04,8.0,1,nan,1,1370,3.0,male,,3,1,laboratory technician,3,single,2342.59,6090.75,1,,no,12,3.0,4,part time,0,,0,3.0,0,0,0,2342.59,2005,28111.13,yes
41,no,nan,491.73,12.0,4,nan,1,1371,2.0,male,,3,1,laboratory technician,4,nan,3971.67,10326.33,3,,yes,11,3.0,1,full time,1,6.0,4,,1,0,0,3971.67,1982,47660.0,no
35,no,travel_rarely,232.97,1.0,4,medical,1,1372,4.0,male,,2,1,laboratory technician,3,nan,1881.67,4892.33,6,,no,12,3.0,2,part time,1,,2,3.0,8,1,7,1881.67,1988,22580.0,yes
32,no,nan,291.67,2.0,1,nan,1,1373,3.0,female,,3,1,sales representative,1,nan,,6125.17,1,,,12,3.0,3,full time,3,1.0,3,3.0,1,0,0,,1991,28270.0,yes
22,yes,nan,294.36,3.0,4,life sciences,1,1374,3.0,male,36.79,2,1,research scientist,4,married,2377.5,6181.5,0,,yes,11,3.0,2,full time,1,1.0,5,3.0,0,0,0,2377.5,2001,28530.0,yes
44,no,non-travel,236.27,,3,nan,1,1375,,male,,1,1,research scientist,3,single,,4961.67,2,,no,13,,4,part time,0,6.0,3,3.0,0,0,0,,1979,22900.0,yes
41,yes,non-travel,217.39,5.0,2,life sciences,1,1376,1.0,male,,2,1,research scientist,1,nan,1755.83,4565.17,6,,no,17,3.0,1,part time,1,5.0,2,1.0,1,0,0,1755.83,1982,21070.0,yes
40,no,travel_frequently,556.26,2.0,4,nan,1,1377,2.0,male,,3,2,sales executive,2,nan,,11681.39,5,,no,12,3.0,4,part time,3,,2,3.0,0,0,0,,1983,53914.11,no
24,yes,nan,228.02,17.0,2,life sciences,1,1378,4.0,female,,3,1,laboratory technician,2,nan,1841.67,4788.33,1,,,13,3.0,1,part time,1,1.0,3,1.0,1,0,0,1841.67,1999,22100.0,yes
42,no,travel_frequently,1360.98,26.0,5,medical,1,1379,1.0,female,,3,3,research director,1,married,10992.5,28580.5,3,,yes,17,3.0,3,nan,0,,6,3.0,1,0,0,10992.5,1981,131910.0,no
49,no,nan,1973.98,4.0,2,medical,1,1380,1.0,male,,2,5,manager,3,married,,41453.67,2,,,13,,3,full time,1,23.0,2,4.0,1,0,0,,1974,191324.62,yes
48,no,travel_rarely,290.04,2.0,2,technical degree,1,1381,4.0,male,,4,1,laboratory technician,2,single,2342.59,6090.75,5,,,11,3.0,3,nan,0,7.0,4,2.0,1,0,0,2342.59,1975,,yes
29,no,travel_rarely,556.26,7.0,3,nan,1,1382,3.0,male,,3,2,healthcare representative,4,nan,4492.84,11681.39,1,,,11,3.0,2,part time,2,6.0,2,3.0,6,1,0,4492.84,1994,53914.11,yes
48,no,nan,1884.48,1.0,3,life sciences,1,1383,4.0,male,,2,5,research director,4,single,15220.83,39574.17,6,,no,12,3.0,3,nan,0,,3,4.0,1,0,0,15220.83,1975,182650.0,yes
34,no,nan,290.04,20.0,3,technical degree,1,1384,3.0,female,36.25,4,1,research scientist,3,nan,2342.59,6090.75,0,,no,17,3.0,4,part time,0,2.0,5,2.0,1,0,0,2342.59,1989,28111.13,yes
19,no,nan,290.04,25.0,3,life sciences,1,1385,2.0,female,36.25,4,1,research scientist,4,single,2342.59,6090.75,1,,,12,3.0,4,part time,0,1.0,2,3.0,1,0,1,2342.59,2004,28111.13,yes
23,no,nan,290.04,1.0,2,nan,1,1386,4.0,male,36.25,3,1,research scientist,3,nan,2342.59,6090.75,1,,no,22,4.0,4,part time,1,1.0,2,3.0,1,0,1,2342.59,2000,28111.13,no
25,yes,travel_frequently,115.35,,1,nan,1,1387,3.0,male,,1,1,sales representative,4,single,93167.0,2422.33,1,,yes,14,,4,nan,0,1.0,4,3.0,1,1,0,93167.0,1998,,yes
42,no,nan,244.73,,4,medical,1,1388,2.0,female,,4,2,research scientist,2,married,,5139.33,6,,yes,16,3.0,4,part time,0,18.0,2,3.0,1,0,0,,1981,23720.0,no
51,no,travel_frequently,292.81,6.0,2,medical,1,1389,2.0,female,36.6,2,1,laboratory technician,3,single,2365.0,6149.0,0,,,14,3.0,2,full time,0,8.0,6,2.0,7,7,7,2365.0,1972,28380.0,no
45,no,travel_frequently,1863.44,25.0,3,medical,1,1390,2.0,female,,3,5,manager,2,nan,15050.83,39132.17,3,,,22,4.0,3,full time,0,22.0,4,3.0,0,0,0,15050.83,1978,180610.0,no
27,no,nan,290.04,11.0,3,medical,1,1391,3.0,female,,4,1,sales representative,4,married,2342.59,6090.75,8,,,14,,2,part time,1,5.0,4,3.0,1,0,0,2342.59,1996,28111.13,yes
18,no,non-travel,166.21,1.0,3,nan,1,1392,4.0,female,,3,1,laboratory technician,4,single,1342.5,3490.5,1,,,15,3.0,3,part time,0,0.0,5,4.0,0,0,0,1342.5,2005,16110.0,no
31,yes,travel_frequently,290.04,2.0,3,nan,1,1393,3.0,female,,2,1,sales representative,4,single,2342.59,6090.75,7,,no,14,3.0,3,part time,0,3.0,3,4.0,1,0,0,2342.59,1992,28111.13,yes
31,yes,travel_frequently,290.04,1.0,4,life sciences,1,1394,2.0,female,,1,1,sales representative,3,single,2342.59,6090.75,1,,,12,,2,part time,0,,3,3.0,1,0,0,2342.59,1992,28111.13,no
31,yes,travel_rarely,290.04,8.0,3,life sciences,1,1395,1.0,female,,2,1,research scientist,2,nan,2342.59,6090.75,1,,,12,3.0,3,part time,0,,3,4.0,1,0,0,2342.59,1992,28111.13,no
27,no,travel_rarely,290.04,11.0,1,life sciences,1,1396,2.0,male,36.25,3,1,laboratory technician,1,married,2342.59,6090.75,0,,,14,3.0,2,part time,0,6.0,3,4.0,5,1,4,2342.59,1996,28111.13,no
39,yes,nan,290.04,2.0,3,nan,1,1397,1.0,female,,2,1,laboratory technician,1,single,,6090.75,2,,yes,23,4.0,2,nan,0,11.0,2,4.0,1,0,0,,1984,28111.13,yes
44,no,travel_frequently,491.94,1.0,5,marketing,1,1398,1.0,female,,3,2,sales executive,3,married,3973.33,10330.67,7,,,12,,3,part time,1,11.0,4,2.0,1,0,0,3973.33,1979,47680.0,no
30,no,nan,131.44,,3,nan,1,1399,,male,,3,1,research scientist,3,nan,,2760.33,1,,,13,3.0,2,part time,2,1.0,2,2.0,1,0,0,,1993,12740.0,no
35,no,travel_rarely,248.03,,1,life sciences,1,1400,4.0,male,,3,1,sales representative,3,nan,2003.33,5208.67,1,,no,13,,1,part time,1,1.0,3,3.0,1,0,0,2003.33,1988,24040.0,yes
24,yes,travel_frequently,290.04,9.0,3,nan,1,1401,2.0,male,36.25,3,1,laboratory technician,1,nan,2342.59,6090.75,2,,,11,3.0,3,part time,0,,2,2.0,0,0,0,2342.59,1999,28111.13,no
24,no,nan,209.75,13.0,2,nan,1,1402,4.0,female,,3,1,sales representative,2,married,,4404.83,1,,,13,3.0,3,part time,1,1.0,2,,1,0,0,,1999,20330.0,yes
28,yes,nan,264.23,2.0,2,medical,1,1403,3.0,male,,2,1,laboratory technician,1,single,,5548.83,7,,no,11,,3,part time,0,8.0,2,2.0,0,0,0,,1995,25610.0,yes
28,no,travel_rarely,161.26,1.0,3,life sciences,1,1404,1.0,male,,2,1,research scientist,3,nan,,3386.5,1,,,14,3.0,4,part time,1,1.0,2,1.0,1,0,0,,1995,15630.0,no
33,no,nan,659.08,8.0,5,nan,1,1405,4.0,male,,3,2,healthcare representative,3,nan,5323.33,13840.67,2,,,17,3.0,1,nan,0,14.0,6,3.0,0,0,0,5323.33,1990,,yes
39,no,travel_rarely,864.19,6.0,3,nan,1,1406,2.0,female,108.02,3,3,manufacturing director,2,single,,18148.0,4,,,18,,4,part time,0,9.0,3,3.0,2,2,2,,1984,83760.0,no
42,no,nan,499.47,2.0,3,medical,1,1407,3.0,male,,2,1,laboratory technician,2,married,4034.17,10488.83,4,,,14,,2,full time,1,,3,,1,0,0,4034.17,1981,48410.0,yes
29,no,travel_rarely,290.04,9.0,3,nan,1,1408,3.0,male,36.25,4,1,research scientist,3,married,2342.59,6090.75,6,,no,18,3.0,1,part time,2,,2,2.0,1,0,0,2342.59,1994,28111.13,no
35,no,travel_rarely,290.04,1.0,3,nan,1,1409,4.0,male,,2,1,laboratory technician,1,nan,,6090.75,1,,no,19,3.0,2,part time,0,,3,3.0,3,1,2,,1988,28111.13,no
35,yes,travel_rarely,213.98,,3,nan,1,1410,,female,,3,1,laboratory technician,1,nan,1728.33,4493.67,1,,,12,3.0,4,nan,1,1.0,2,3.0,1,0,0,1728.33,1988,,yes
34,no,nan,306.63,,4,medical,1,1411,,male,,3,1,research scientist,4,single,2476.67,6439.33,1,,,13,3.0,3,full time,0,,4,,1,0,0,2476.67,1989,29720.0,no
26,no,travel_rarely,290.04,3.0,3,nan,1,1412,1.0,female,,3,1,research scientist,4,nan,,6090.75,1,,,21,4.0,1,part time,0,1.0,5,3.0,1,0,0,,1997,28111.13,yes
36,no,travel_rarely,703.13,1.0,4,life sciences,1,1413,2.0,female,,3,2,sales executive,3,single,5679.17,14765.83,6,,no,13,3.0,1,full time,0,,5,3.0,1,0,0,5679.17,1987,68150.0,yes
50,no,nan,1973.98,,3,marketing,1,1414,,male,,3,5,manager,3,marreid,15943.72,41453.67,4,,yes,16,,3,full time,1,,2,3.0,1,0,0,15943.72,1973,191324.62,no
42,no,travel_rarely,1973.98,9.0,2,nan,1,1415,4.0,male,,2,5,manager,4,nan,,41453.67,8,,no,22,4.0,4,full time,0,24.0,2,3.0,1,0,1,,1981,191324.62,no
35,no,nan,277.54,7.0,2,life sciences,1,1416,3.0,male,,2,1,laboratory technician,4,nan,2241.67,5828.33,1,,no,18,3.0,4,nan,1,,5,2.0,1,0,1,2241.67,1988,,no
46,no,travel_rarely,1812.47,1.0,4,life sciences,1,1417,4.0,male,226.56,4,4,manager,1,nan,,38061.83,1,,,15,3.0,2,full time,0,27.0,5,1.0,26,0,12,,1977,175670.0,no
18,yes,travel_frequently,161.88,3.0,2,medical,1,1418,2.0,female,,3,1,sales representative,4,single,,3399.5,1,,yes,12,3.0,3,part time,0,0.0,2,4.0,0,0,0,,2005,15690.0,yes
29,no,nan,431.99,5.0,3,nan,1,1419,1.0,male,,2,2,sales executive,2,divorced,3489.17,9071.83,1,,yes,13,,2,part time,1,10.0,3,2.0,10,0,9,3489.17,1994,41870.0,yes
31,no,nan,556.26,5.0,4,life sciences,1,1420,1.0,female,,3,2,sales executive,4,nan,4492.84,11681.39,1,,no,11,3.0,1,part time,2,10.0,2,,10,0,2,4492.84,1992,53914.11,yes
41,no,travel_rarely,1032.49,23.0,2,nan,1,1421,4.0,male,129.06,3,3,sales executive,3,single,8339.32,21682.23,3,,,16,3.0,4,part time,0,21.0,2,3.0,2,0,2,8339.32,1982,100071.84,yes
38,no,travel_rarely,341.1,4.0,2,nan,1,1422,4.0,female,,3,1,laboratory technician,3,nan,,7163.0,7,,,19,3.0,4,full time,1,7.0,5,,0,0,0,,1985,33060.0,yes
32,yes,travel_rarely,143.72,2.0,4,life sciences,1,1423,4.0,male,,3,1,laboratory technician,2,single,,3018.17,1,,no,12,3.0,1,part time,0,1.0,2,3.0,1,0,0,,1991,13930.0,yes
